,DisasterId,DisasterSubgroup,DisasterType,Event Name,Origin
715,6689,Hydrological,Flood,,Heavy rain and snow melt
716,6719,Meteorological,Storm,O2a,
717,6771,Geophysical,Volcanic activity,Mount Colima,
718,6785,Meteorological,Storm,Davina,
719,6787,Hydrological,Flood,,Moosonal rain
720,6788,Meteorological,Storm,Frank,
721,6801,Geophysical,Volcanic activity,San Cristóbal,
722,6826,Meteorological,Storm,Hudah,
723,6830,Meteorological,Storm,"Eline, Gloria",
724,6935,Meteorological,Storm,03B,
725,6968,Geophysical,Volcanic activity,Mt. Isu,
726,6969,Geophysical,Volcanic activity,Mt. Oyama,
727,6970,Meteorological,Storm,Kirogi,
728,6971,Meteorological,Storm,Saomai,
729,6982,Meteorological,Storm,Prapiroon (Typhoon n°12),
730,7003,Meteorological,Storm,Norman,
731,7005,Geophysical,Volcanic activity,Popocatépetl,
732,7098,Meteorological,Storm,Cora,
733,7101,Meteorological,Storm,Babs,
734,7105,Meteorological,Storm,Bonnie,
735,7106,Meteorological,Storm,Frances,
736,7107,Meteorological,Storm,Faith & Gil,
737,7126,Climatological,Drought,,"Lack of rain, extreme temperature"
738,7151,Meteorological,Storm,Dan (Pepang),
739,7154,Meteorological,Storm,Etang,
740,7155,Meteorological,Storm,Gening,
741,7156,Meteorological,Storm,Ising (Olga),
742,7157,Meteorological,Storm,Luding,
743,7158,Meteorological,Storm,Neneng,
744,7159,Meteorological,Storm,Reming,
745,7160,Meteorological,Storm,Sendang,
746,7232,Meteorological,Storm,Irene,
747,7233,Meteorological,Storm,Dennis,
748,7243,Hydrological,Flood,,Breif torrential rain
749,7264,Meteorological,Storm,Xangsane (Reming),
750,7271,Hydrological,Flood,,"Dam/Levy, break or release and heavy rains"
751,7276,Hydrological,Flood,Maring,
752,7277,Meteorological,Storm,Biring,
753,7278,Meteorological,Storm,"Prapiroon ""12""",
754,7285,Hydrological,Landslide,Garbage,Rain triggered by Typhoon Kai-Tak
755,7287,Geophysical,Volcanic activity,Mt. Mayon,
756,7290,Meteorological,Storm,Kai-Tak (Edeng),
757,7292,Meteorological,Storm,Bebinca (Seniang),
758,7293,Meteorological,Storm,Rumbia (Toyang),
759,7298,Meteorological,Storm,Connie,
760,7356,Meteorological,Storm,Kaemi,
761,7361,Climatological,Drought,,Dry and hot weather
762,7400,Meteorological,Storm,Leslie,
763,7450,Meteorological,Storm,Auring,
764,7460,Meteorological,Storm,Paula,
765,7496,Meteorological,Storm,Michelle,
766,7552,Meteorological,Storm,Jeannet,
767,7578,Meteorological,Storm,Lili,
768,7602,Hydrological,Flood,,"Cyclone Beni, heavy rains"
769,7603,Climatological,Wildfire,,"High temperature, high winds"
770,7605,Hydrological,Flood,,Heavy Rains
771,7607,Hydrological,Flood,,"El Nino, heavy rains"
772,7608,Hydrological,Landslide,,Hevay rains
773,7609,Hydrological,Flood,,Ice jams
774,7610,Meteorological,Storm,Calvann,
775,7614,Hydrological,Flood,,"Heavy rains, hail and winds"
776,7626,Hydrological,Flood,,ice jam/break-up
777,7634,Meteorological,Storm,Chebi,
778,7635,Meteorological,Storm,Durian and Utor,
779,7636,Meteorological,Storm,Toraji,
780,7637,Meteorological,Storm,Yutu,
781,7639,Meteorological,Storm,Fitow,
782,7652,Meteorological,Storm,Trina,
783,7659,Hydrological,Flood,,Hurricane Michelle
784,7660,Meteorological,Storm,Hurricane Michelle,
785,7662,Meteorological,Storm,Willy,
786,7664,Geophysical,Volcanic activity,Tungurahua,
787,7677,Hydrological,Flood,,HEavy rain
788,7714,Meteorological,Storm,01A,
789,7733,Meteorological,Storm,Pabuk,
790,7734,Meteorological,Storm,Danas,
791,7754,Meteorological,Storm,Dalila,
792,7757,Meteorological,Storm,Lorena,
793,7787,Meteorological,Storm,Rusa,
794,7791,Meteorological,Storm,Hary,
795,7792,Meteorological,Storm,Jennifer,
796,7796,Climatological,Drought,,Insufficient rains
797,7799,Meteorological,Storm,Mitag,
798,7812,Meteorological,Storm,Hagupit,
799,7820,Meteorological,Storm,Rammasun,
800,7823,Meteorological,Storm,Sinlaku,
801,7835,Meteorological,Storm,Isidore,
802,7852,Geophysical,Volcanic activity,Reventador,
803,7864,Meteorological,Storm,Jeanett,
804,7868,Meteorological,Storm,Chata'an,
805,7885,Geophysical,Volcanic activity,de Fuego,
806,7891,Meteorological,Storm,Pongsona,
807,7902,Geophysical,Volcanic activity,Mt. Papandayan,
808,7928,Climatological,Drought,,Insufficient and erratic monsoon rain
809,7950,Meteorological,Storm,Halong,
810,7974,Meteorological,Storm,Cyprien,
811,7975,Meteorological,Storm,Kesiny,
812,7978,Hydrological,Flood,,"Dam/Levy, break or release"
813,7981,Meteorological,Storm,Julio,
814,7982,Meteorological,Storm,Kenna,
815,7992,Meteorological,Storm,Dzud,
816,7997,Meteorological,Storm,Dina,
817,8000,Meteorological,Storm,Ami,
818,8007,Meteorological,Storm,Japhet,
819,8017,Hydrological,Flood,,"Heavy snow, low temperatures, heavy rains"
820,8032,Hydrological,Flood,,"Torrential rains, heavy winter storms"
821,8035,Meteorological,Storm,Fari,
822,8036,Hydrological,Flood,,Tropical depression/cyclone Delfina
823,8039,Hydrological,Flood,,Tropical depression/Cyclone Delfina
824,8040,Meteorological,Storm,Lingling (Nanang),
825,8041,Meteorological,Storm,Kajiki (Quedan),
826,8042,Meteorological,Storm,Nari,
827,8095,Meteorological,Storm,Utor (Feria),
828,8096,Meteorological,Storm,TD Jolina,
829,8097,Meteorological,Storm,TS Labuyo ( Lekima),
830,8129,Climatological,Drought,,Poor agro-climaic conditions
831,8142,Meteorological,Storm,Waka,
832,8151,Meteorological,Storm,Utor,
833,8153,Meteorological,Storm,Trami,
834,8171,Hydrological,Flood,,Ice jam/break
835,8183,Meteorological,Storm,Durian,
836,8184,Meteorological,Storm,Usagi,
837,8187,Geophysical,Volcanic activity,Lopevi,
838,8188,Meteorological,Storm,Sose,
839,8197,Geophysical,Volcanic activity,Mt. Nyamuragira,
840,8222,Hydrological,Flood,,Mountain glacier disloged
841,8232,Hydrological,Landslide,,Monsoon rains
842,8235,Meteorological,Storm,Zoe,
843,8284,Meteorological,Storm,Halong (Anday),
844,8285,Meteorological,Storm,Rammasun (Florita),
845,8288,Meteorological,Storm,TD Caloy,
846,8289,Meteorological,Storm,TD Juan,
847,8290,Meteorological,Storm,TD Milenyo,
848,8292,Geophysical,Volcanic activity,Mt Pago,
849,8313,Meteorological,Storm,Hygos,
850,8359,Meteorological,Storm,Nakri,
851,8444,Hydrological,Flood,,"Heavy snowfalls, heavy rains"
852,8446,Hydrological,Flood,,"Mousson rain, tidal surge"
853,8449,Meteorological,Storm,Hailstorm,
854,8452,Meteorological,Storm,Erica,
855,8455,Meteorological,Storm,,Heavy rain
856,8456,Hydrological,Flood,,Melting snow
857,8458,Meteorological,Storm,Beni,
858,8462,Hydrological,Flood,,"Heavy rains, melting snow"
859,8496,Hydrological,Flood,,"Snowmelt, heavy rain"
860,8497,Meteorological,Storm,Heta,
861,8515,Hydrological,Flood,,Heavy rains and snowmelt
862,8520,Climatological,Wildfire,,"High temperature, violent winds"
863,8524,Hydrological,Flood,,Torrential rainstorms
864,8525,Hydrological,Flood,,"Torrential rains, electric storms,"
865,8527,Meteorological,Storm,Maemi,
866,8530,Hydrological,Flood,,Constant rains
867,8536,Meteorological,Storm,Etau,
868,8537,Climatological,Drought,,"Lack of precipation, heat wave"
869,8550,Hydrological,Flood,,"Heavy rains, high winds"
870,8554,Hydrological,Flood,,"Heavy rain, deforestation"
871,8555,Hydrological,Flood,,Raining season
872,8561,Hydrological,Flood,,Monsoon rain 
873,8565,Meteorological,Storm,Fabian,
874,8568,Meteorological,Storm,Dujuan,
875,8582,Meteorological,Storm,Odette,
876,8584,Climatological,Drought,,Irregular and insufficient rainfall in 2001 and 2002
877,8595,Hydrological,Flood,,"Heavy rains, snow melt"
878,8597,Meteorological,Storm,Isabel,
879,8610,Meteorological,Storm,Imbudo,
880,8612,Meteorological,Storm,Nepartak,
881,8613,Climatological,Wildfire,,Drought
882,8628,Climatological,Wildfire,,"Lightening, heat wave, drought, pyromane"
883,8629,Hydrological,Flood,,Hevay rains
884,8630,Climatological,Drought,,"Crop failure, lack pasture, poor/erratic long rains"
885,8631,Climatological,Wildfire,,"Drought, man"
886,8632,Meteorological,Storm,Lupit,
887,8639,Hydrological,Flood,,Cold front
888,8644,Climatological,Drought,,Heat wave
889,8649,Hydrological,Flood,,Mousson rains
890,8665,Hydrological,Landslide,,"Heavy rains, melting snow"
891,8675,Meteorological,Storm,Tingting,
892,8676,Meteorological,Storm,Jeanne,
893,8677,Meteorological,Storm,,Heavy rains
894,8678,Meteorological,Storm,Megi (Lawin/18W),
895,8681,Meteorological,Storm,Dianmu (Helen/09W),
896,8682,Meteorological,Storm,Meari (Quinta/25W),
897,8683,Meteorological,Storm,Tokage (Siony/27W),
898,8684,Climatological,Drought,,Poor rainfall
899,8703,Hydrological,Flood,,"Heavy rain, snowmelt"
900,8706,Geophysical,Volcanic activity,Mt. Egon,
901,8707,Hydrological,Flood,,Early monsoonal rain
902,8715,Hydrological,Flood,,Rainstorms
903,8721,Hydrological,Flood,,Heavy rains 
904,8732,Meteorological,Storm,Aere (Marce/20W),
905,8737,Meteorological,Storm,Chaba,
906,8738,Meteorological,Storm,Ma-on (Rolly/26W),
907,8741,Meteorological,Storm,Catarina,
908,8743,Meteorological,Storm,Cosme (Sudal/03W),
909,8745,Meteorological,Storm,Songda (Nina/22W),
910,8753,Hydrological,Flood,,Break/release of dam/levy
911,8774,Meteorological,Storm,Rananim (Karen/16W),
912,8784,Meteorological,Storm,Gerda,
913,8795,Climatological,Wildfire,,"Human, high temperature, drought and wind"
914,8813,Geophysical,Volcanic activity,Mt. Bromo,
915,8822,Hydrological,Flood,,Incessant rains
916,8848,Meteorological,Storm,,Torrential rains
917,8861,Geophysical,Volcanic activity,Karthala ,
918,8863,Meteorological,Storm,Erwin,
919,8876,Meteorological,Storm,,Heavy snowfall
920,8879,Meteorological,Storm,Percy,
921,8881,Hydrological,Flood,,Heavy rains and melting snow
922,8890,Geophysical,Volcanic activity,Mt. Talang,
923,8892,Hydrological,Landslide,,Snowstorms
924,8897,Hydrological,Flood,,Dam/levy break or release
925,8909,Meteorological,Storm,Linfa (Chedeng),
926,8910,Meteorological,Storm,Soudelor (Egay),
927,8912,Meteorological,Storm,Marty,
928,8928,Hydrological,Flood,,"Sudden unseasonal rains, monsoonal rain"
929,8932,Meteorological,Storm,Manou,
930,8933,Meteorological,Storm,Ignacio,
931,8939,Meteorological,Storm,Koni,
932,8942,Hydrological,Landslide,,"Heavy rains, deforestation"
933,8946,Meteorological,Storm,Bill,
934,8947,Meteorological,Storm,,Rain and snow
935,8951,Meteorological,Storm,Cela,
936,8952,Hydrological,Flood,,Tropical depressions
937,8968,Hydrological,Flood,,Continuous rains
938,8981,Meteorological,Storm,Gilas (Koni),
939,8982,Meteorological,Storm,Ineng,
940,8983,Meteorological,Storm,Kabayan,
941,8984,Meteorological,Storm,Nina (Krovanh),
942,8985,Meteorological,Storm,Onyok (Dujuan),
943,8987,Hydrological,Landslide,,Torrential rains
944,8989,Climatological,Wildfire,,"Heat wave, drought, high winds, low humidity"
945,9029,Hydrological,Flood,,"Tropical monsoon rain, cold depression"
946,9043,Geophysical,Volcanic activity,Mt Anatahan,
947,9045,Meteorological,Storm,Nida (Dindo/04W),
948,9046,Meteorological,Storm,Ivy (P13),
949,9049,Meteorological,Storm,Merbok (Violeta),
950,9052,Meteorological,Storm,Mindulle (Igme/10W),
951,9053,Meteorological,Storm,Muifa (Unding/29W),
952,9057,Meteorological,Storm,Haima,
953,9058,Meteorological,Storm,Chanthu (Gener/08W),
954,9068,Meteorological,Storm,Galifo,
955,9070,Hydrological,Flood,,Moonson rain
956,9075,Hydrological,Flood,,Continuous rain from tropical depression Ambo
957,9101,Meteorological,Storm,Elita,
958,9106,Meteorological,Storm,Nock-ten (Tonyo/28W),
959,9108,Meteorological,Storm,Gaston,
960,9141,Hydrological,Landslide,,"Tropical waves, heavy rains"
961,9143,Hydrological,Flood,,Unseasonable summer storms
962,9148,Hydrological,Flood,,Intense rainfall
963,9151,Hydrological,Flood,,Monsoon
964,9153,Meteorological,Storm,Nanmadol (Yoyong/30W),
965,9169,Climatological,Wildfire,,Dry and hot weather
966,9178,Hydrological,Flood,,Torrental rains
967,9206,Hydrological,Flood,,Rainstorm
968,9209,Hydrological,Flood,,"Melting sow, heavy rain"
969,9233,Hydrological,Flood,,Heavy rains and snow
970,9239,Hydrological,Flood,,"Heavy rain, heavy snow"
971,9242,Hydrological,Flood,,Heavy rains and ice
972,9257,Meteorological,Storm,,Snowstorm
973,9260,Meteorological,Storm,Ernest,
974,9270,Meteorological,Storm,Roke (Auring/02W),
975,9271,Hydrological,Flood,,Heavy raisn and melting snow
976,9281,Hydrological,Landslide,,Heavy snowfall
977,9288,Hydrological,Flood,,"Heavy rains, snowmelt"
978,9304,Hydrological,Flood,,Heavy and melting snow
979,9307,Hydrological,Flood,,Brief torrential rain and snowmelt
980,9308,Hydrological,Flood,,Melting snow and continuous rain
981,9311,Hydrological,Flood,,"Melting snow, sesonal rains"
982,9315,Hydrological,Landslide,,"Heavy rains, snow"
983,9316,Hydrological,Flood,,Heavy rain and snowmelt
984,9317,Meteorological,Storm,Matsa (Gorio/09W),
985,9319,Meteorological,Storm,Khanun (15),
986,9320,Meteorological,Storm,"Hurricane ""Wilma""",
987,9321,Meteorological,Storm,Alpha,
988,9322,Meteorological,Storm,Gamma,
989,9326,Meteorological,Storm,Talim,
990,9327,Meteorological,Storm,Longwang,
991,9328,Meteorological,Storm,"Hurricane ""Dennis""",
992,9329,Meteorological,Storm,Stan,
993,9331,Climatological,Drought,,"Lack of rain, prolonged dry season"
994,9334,Hydrological,Flood,,Thunderstorm
995,9345,Hydrological,Flood,,Violent thunderstorms
996,9358,Hydrological,Flood,,Monsonal rains
997,9363,Geophysical,Volcanic activity,Karthala,
998,9369,Meteorological,Storm,Damrey,
999,9371,Meteorological,Storm,Beta,
1000,9372,Meteorological,Storm,Haitang (Feria/05W),
1001,9376,Climatological,Drought,,Successive failed rainy seasons
1002,9378,Climatological,Drought,,Two consecutive failed rainy seasons
1003,9398,Hydrological,Flood,,Mosoon rains
1004,9418,Climatological,Wildfire,,Dry wetaher and heat wave
1005,9448,Hydrological,Flood,,Thunderstorms
1006,9449,Climatological,Wildfire,,Barbecue and high winds
1007,9451,Geophysical,Volcanic activity,Mount Arteala,
1008,9454,Hydrological,Flood,,Large amount of snow during winter and late onset of spring thaw
1009,9458,Meteorological,Storm,Gero,
1010,9473,Hydrological,Flood,,Monsoonal rains
1011,9478,Hydrological,Flood,,Mosnoon rain
1012,9498,Meteorological,Storm,Chanchu (Caloy),
1013,9512,Hydrological,Flood,,Continuous rain
1014,9524,Hydrological,Flood,,Mosnoonal rain
1015,9527,Hydrological,Flood,,Monsoonal rai
1016,9531,Hydrological,Flood,,Rains and sonwmelt
1017,9535,Hydrological,Flood,,Rains and snowmelt
1018,9536,Hydrological,Flood,,Raisn and snowmelt
1019,9537,Hydrological,Flood,,"Dam/levy break of release, rains and snowmelt"
1020,9541,Meteorological,Storm,Glenda,
1021,9550,Meteorological,Storm,Clare,
1022,9551,Meteorological,Storm,Larry,
1023,9557,Meteorological,Storm,Jim,
1024,9559,Meteorological,Storm,Ernesto,
1025,9560,Meteorological,Storm,,Monsoonal rain
1026,9571,Hydrological,Flood,,Torrentail rain
1027,9574,Hydrological,Flood,,Heavy rainfall
1028,9613,Meteorological,Storm,Xangsane (Milenyo),
1029,9619,Geophysical,Volcanic activity,Mount Galeras,
1030,9627,Geophysical,Volcanic activity,Tungurahua ,
1031,9631,Climatological,Wildfire,,Human
1032,9632,Hydrological,Flood,,Heavy Rain
1033,9648,Hydrological,Flood,,Snowmlet and hevay rain
1034,9649,Hydrological,Flood,,Bad weather associated with tropical storm Chris
1035,9651,Hydrological,Flood,,Snowmelt and strong rains
1036,9672,Hydrological,Flood,,Monsoonal rain and Cyclonic storm Ogni
1037,9674,Hydrological,Flood,,Heavy rains and hailstorms
1038,9681,Hydrological,Flood,,"Heavy rains, melting ice"
1039,9682,Hydrological,Flood,,Storms and heavy rains
1040,9686,Hydrological,Flood,,Heavy rain due to El Nino
1041,9688,Geophysical,Volcanic activity,Nevado del Huila,
1042,9693,Geophysical,Earthquake,,Sub-marine volcano
1043,9698,Meteorological,Storm,Cyclone 'Gonu',
1044,9700,Hydrological,Flood,,"Torrential rain, El Nino blamed"
1045,9703,Meteorological,Storm,Kyrill,
1046,9710,Hydrological,Landslide,,Dam break
1047,9730,Hydrological,Flood,,Late monsoon rains
1048,9731,Meteorological,Storm,Nabi (Jolina/14W),
1049,9737,Meteorological,Storm,Katrina,
1050,9739,Hydrological,Flood,,Storm
1051,9741,Meteorological,Storm,Mawar,
1052,9744,Climatological,Drought,,"Locust infestation, repeated floods, pest infestation"
1053,9745,Climatological,Drought,,Poor rainfall and indequater supplies of fertlizer
1054,9746,Climatological,Drought,,Drought and locusts infestation
1055,9747,Climatological,Drought,,Poor and erratic rainfall
1056,9755,Hydrological,Flood,,Mosoonal rains
1057,9760,Hydrological,Flood,,Seasonal warming of temperatures and rapid melting of snow
1058,9782,Meteorological,Storm,Vicente,
1059,9788,Meteorological,Storm,Rita,
1060,9792,Climatological,Drought,,Lack of rains
1061,9812,Hydrological,Flood,,Heavy rains and storms
1062,9831,Hydrological,Flood,,Heavy snowfall during winter and unprecedented high temperatures
1063,9840,Geophysical,Volcanic activity,"Langila, Manam",
1064,9841,Hydrological,Flood,,Heavy rainsfalls
1065,9857,Geophysical,Volcanic activity,Santa Ana (Ilamatepec),
1066,9858,Meteorological,Storm,Adrian,
1067,9892,Meteorological,Storm,Kai Tak (21),
1068,9895,Geophysical,Volcanic activity,Mt. Ambae,
1069,9903,Meteorological,Storm,Shanshan (13),
1070,9905,Meteorological,Storm,Lane,
1071,9909,Meteorological,Storm,Cimaron (Paeng),
1072,9914,Meteorological,Storm,Durian (Reming),
1073,9920,Hydrological,Flood,,Inter-Monsoonal rain and storms
1074,9927,Meteorological,Storm,Queenie (Chebi),
1075,9934,Hydrological,Flood,,Snowmelt and hevay rains
1076,9938,Hydrological,Flood,,"Heavy rain, thunderstoms"
1077,9944,Hydrological,Flood,,Torrentital rain
1078,9947,Hydrological,Flood,,"Rain and snowmelt, excessive dumping of water"
1079,9958,Meteorological,Storm,Bondo,
1080,9959,Hydrological,Flood,,"Torrential rains, electrical storms, thunderstorms"
1081,9961,Meteorological,Storm,Henry,
1082,9967,Hydrological,Flood,,Heavy rains and lightening
1083,9971,Meteorological,Storm,Mala,
1084,9972,Hydrological,Landslide,,Monsoonal rains
1085,9979,Climatological,Drought,,Scarcity of rain
1086,9998,Meteorological,Storm,Boloetse,
1087,10036,Geophysical,Volcanic activity,Ubinas,
1088,10039,Hydrological,Flood,,Tropical Depression Agaton
1089,10043,Hydrological,Landslide,,Continuous monsoon rain
1090,10046,Meteorological,Storm,Utor (Seniang),
1091,10047,Geophysical,Volcanic activity,Tavurvur ,
1092,10048,Geophysical,Volcanic activity,Karai ,
1093,10050,Hydrological,Landslide,,Torrential rain
1094,10084,Hydrological,Flood,,Heavy rain and unseasonable snow
1095,10116,Hydrological,Flood,,Severe storms
1096,10144,Meteorological,Storm,Indhala,
1097,10153,Meteorological,Storm,Gamède,
1098,10159,Meteorological,Storm,Clovis,
1099,10161,Hydrological,Flood,,Heavy rains and cyclones
1100,10162,Meteorological,Storm,Jaya,
1101,10164,Meteorological,Storm,Favio,
1102,10169,Hydrological,Flood,,Excessive rains
1103,10172,Hydrological,Landslide,,Heavy snow fall
1104,10191,Meteorological,Storm,Daryl,
1105,10198,Meteorological,Storm,Wipha/Goring,
1106,10199,Meteorological,Storm,Noel,
1107,10217,Hydrological,Flood,,continuous rain
1108,10226,Hydrological,Flood,,Seasonal torrential rain
1109,10228,Hydrological,Flood,,Monsoonal rain and tropical cyclone
1110,10231,Hydrological,Flood,,"Heavy rain, La Nina"
1111,10232,Hydrological,Flood,,"Heavy rain, thunderstorms"
1112,10234,Hydrological,Flood,,"Heavy rains, violent storms"
1113,10237,Meteorological,Storm,George and Jacob,
1114,10239,Meteorological,Storm,Cyclone 'Sidr',
1115,10241,Meteorological,Storm,Sepat,
1116,10242,Meteorological,Storm,Krosa,
1117,10259,Hydrological,Flood,,Melting snow and heavy rains
1118,10264,Climatological,Wildfire,,High temperatures and dry conditions
1119,10274,Climatological,Wildfire,,"High temperatures, heavy winds, dry conditions"
1120,10279,Climatological,Drought,,Lack of rain from last six months
1121,10295,Hydrological,Flood,,"La Nina, heavy rain"
1122,10304,Hydrological,Flood,,Unknown
1123,10307,Climatological,Wildfire,,Heat wave
1124,10310,Geophysical,Volcanic activity,Mount Arteale,
1125,10324,Climatological,Wildfire,,"Human, high winds and drought"
1126,10329,Climatological,Wildfire,,"Hot and dry weather, strong winds"
1127,10336,Geophysical,Volcanic activity,Mt. Gamkonora ,
1128,10342,Hydrological,Flood,,Tropical depression in Bay of Bengal
1129,10359,Hydrological,Flood,,"Heavy rains, concentration of humidity, over saturation of soil"
1130,10360,Meteorological,Storm,"Typhoon ""Neoguri"" (Ambo)",
1131,10361,Meteorological,Storm,"Tropical Storm ""Fay""",
1132,10362,Meteorological,Storm,Hurricane Dolly,
1133,10367,Meteorological,Storm,Hurricane Paloma,
1134,10368,Climatological,Drought,,"Heavy drought, weak reany season, loss of animals, food shortages and increase of prices"
1135,10369,Meteorological,Storm,Hurricane Ike,
1136,10372,Hydrological,Flood,,Moonsonal rain
1137,10373,Hydrological,Flood,,Storm and heavy rains
1138,10386,Hydrological,Flood,,Indirect influence of tropical storms
1139,10387,Hydrological,Flood,Tropical Depression Sixteen,Tropical Depression 16
1140,10388,Hydrological,Flood,,"Heavy rains, combination of cold front and low pressure system"
1141,10389,Meteorological,Storm,"Hurricane ""Gustav""",
1142,10394,Hydrological,Flood,Tropical Depression Sixteen,"Tropical depression 16 (Paloma), low depression and swell"
1143,10401,Hydrological,Flood,,"River Kosi in Nepal discharged huge levels of water, monsoonal rains"
1144,10403,Meteorological,Storm,Hilal,
1145,10404,Meteorological,Storm,"Tropical storm ""Nuri"" (Karen)",
1146,10405,Meteorological,Storm,Hurricane 'Hanna',
1147,10409,Meteorological,Storm,"Hurricane ""Omar""",
1148,10411,Meteorological,Storm,"Cyclone ""Reshmi""",
1149,10413,Meteorological,Storm,Tropical cyclone 'Arthur',
1150,10414,Meteorological,Storm,Typhoon Fengshen (Franck),
1151,10415,Meteorological,Storm,"Tropical Storm ""Fung-Wong"" (Igme)",
1152,10416,Meteorological,Storm,"Tropical storm ""Kammuri"" (Julian)",
1153,10419,Meteorological,Storm,"Cyclone ""Gene""",
1154,10420,Meteorological,Storm,Johanna,
1155,10422,Meteorological,Storm,"Typhoon ""Hagupit"" (Nina)",
1156,10429,Climatological,Drought,,Delayed and below-normal rains
1157,10438,Geophysical,Volcanic activity,Chaiten,
1158,10455,Hydrological,Landslide,,Hevay tropical rains
1159,10458,Hydrological,Flood,Tropical Depression Sixteen,Tropical depression 16
1160,10461,Climatological,Drought,,"El Nino, dry ecosystem, high temperatures and lon period withoit rainfall"
1161,10478,Hydrological,Flood,,Heavy rainstorms
1162,10481,Hydrological,Landslide,,Heavy rains 
1163,10484,Meteorological,Storm,"Typhoon ""Jangmi"" (Ofel)",
1164,10495,Hydrological,Flood,,Torrential rains (cold front winter season)
1165,10502,Hydrological,Flood,,Heavy seasonal rains
1166,10536,Hydrological,Flood,,Tropical cyclone Nisha
1167,10538,Hydrological,Flood,,Heavy monsoonal rain
1168,10543,Meteorological,Storm,"Cyclone ""Aila""",
1169,10563,Meteorological,Storm,"Tropical storm ""Dominic""",
1170,10571,Hydrological,Landslide,,Brief torrential rain
1171,10576,Meteorological,Storm,"Cyclone ""Bijli""",
1172,10579,Hydrological,Flood,,Havy rains
1173,10585,Hydrological,Flood,,Ice Jam/break-up
1174,10615,Meteorological,Storm,Lorenzo,
1175,10618,Meteorological,Storm,Chedeng and Dodong,
1176,10619,Meteorological,Storm,Lekima (Hanna),
1177,10620,Meteorological,Storm,Mitag (Mina) (23),
1178,10621,Meteorological,Storm,Hagibis (Lando) (24),
1179,10625,Meteorological,Storm,Cyclone 'Yemyin',
1180,10628,Meteorological,Storm,Man-Yi,
1181,10640,Hydrological,Flood,,Tropical storm Lando
1182,10646,Hydrological,Flood,,heavy rain
1183,10667,Meteorological,Storm,Fitow (9),
1184,10668,Meteorological,Storm,Nari (11),
1185,10672,Meteorological,Storm,Sepat,Heavy rain
1186,10674,Meteorological,Storm,Goring,
1187,10675,Meteorological,Storm,Cyclone 'Guba',Tropical cyclone Cuba
1188,10682,Climatological,Drought,,High temperature and low rainfall
1189,10683,Climatological,Drought,,"Drought, cyclone et inondations"
1190,10698,Hydrological,Flood,,Typhoon Nari
1191,10704,Hydrological,Flood,,High tides
1192,10705,Hydrological,Flood,,"Heavy rain, Hurricane Felix"
1193,10707,Climatological,Wildfire,,Heat waves
1194,10733,Geophysical,Volcanic activity,Mt. Bulusan,
1195,10736,Meteorological,Storm,Kabayan (Peipah),Tropical storm Peipah
1196,10739,Climatological,Wildfire,,"Tradition of burning crop fields, drought and lack of rain"
1197,10742,Hydrological,Flood,,"Snowmelt, Ice jam/break-up"
1198,10749,Hydrological,Flood,,Hravy rain
1199,10760,Hydrological,Flood,Monsoonal rain,Monsoonal rain
1200,10780,Climatological,Drought,,Lack of precipitation
1201,10781,Hydrological,Flood,,Tropical storm
1202,10782,Hydrological,Flood,,Typhoon Peipah
1203,10787,Geophysical,Volcanic activity,,Earthquake
1204,10789,Hydrological,Flood,,Heavy rain and storms
1205,10790,Climatological,Wildfire,,Drought situation
1206,10791,Meteorological,Storm,Cyclone 'Nargis',
1207,10794,Meteorological,Storm,"Tropical storm ""Kalmaegi""",
1208,10797,Hydrological,Flood,,"Early monsoon, dam break"
1209,10800,Meteorological,Storm,,"Cold front meeting warm, moist air"
1210,10802,Meteorological,Storm,Halong (Cosme),
1211,10803,Meteorological,Storm,"Typhoon ""Sinlaku""",
1212,10814,Hydrological,Flood,,Tropical Storm Kammuri
1213,10822,Hydrological,Flood,,"Heavy rains, El Nina and El Nino"
1214,10827,Hydrological,Flood,,Storm and heavy vrain
1215,10838,Meteorological,Storm,"Cyclone ""Fame""",
1216,10839,Meteorological,Storm,"Cyclone ""Ivan""",
1217,10843,Meteorological,Storm,"Tropical Storm ""Maysak"" (Quinta-Sony)",
1218,10844,Meteorological,Storm,"TYphoon ""Rammasun"" (Butchoy)",
1219,10845,Meteorological,Storm,"Typhoon ""Helen""",
1220,10855,Meteorological,Storm,"Typhoon ""Mekkhala""",
1221,10857,Meteorological,Storm,"Tropical storm ""Noul""",
1222,10859,Climatological,Drought,,Lack of rains and increase of food prices
1223,10861,Climatological,Drought,,"Severe winter storm, locust infestation, increase in food and fuel cost"
1224,10866,Hydrological,Flood,,Tropical storm (level 3)
1225,10884,Climatological,Drought,,Poor November rain
1226,10895,Meteorological,Storm,"Cyclone ""Jokwe""",
1227,10923,Hydrological,Flood,,"Torrential rain, Monsoon"
1228,10924,Hydrological,Flood,,Heavy monsoon rains
1229,10925,Hydrological,Flood,,Low pressure system
1230,10927,Hydrological,Flood,,Heavy rain (Tail-end of a cold front)
1231,10929,Hydrological,Flood,,Tropical Depression Julian
1232,10936,Meteorological,Storm,"TRopical storm ""Higos"" (Pablo)",
1233,10937,Hydrological,Flood,,Low depression
1234,10945,Climatological,Drought,,Prolonged dry spelle and hig temperatures
1235,10970,Climatological,Wildfire,,"Drought, high winds, heat waves, human factors"
