,CalenderId,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay
1861,2512,1987,4,3,1987,4,3
1862,2514,1987,10,17,1987,10,17
1863,2515,1987,8,24,1987,8,24
1864,2516,1987,11,4,1987,11,4
1865,2518,1987,6,1,1987,6,1
1866,2520,1987,10,16,1987,10,16
1867,2522,1987,11,21,1987,11,21
1868,2523,1987,10,15,1987,10,15
1869,2526,1987,7,1,1987,7,1
1870,2529,1987,7,20,1987,7,31
1871,2530,1987,8,9,1987,8,9
1872,2531,1987,3,1,1987,3,1
1873,2532,1987,1,21,1987,1,25
1874,2534,1987,1,1,1988,1,1
1875,2535,1987,9,30,1987,9,30
1876,2536,1987,10,1,1987,10,1
1877,2537,1987,11,28,1987,11,28
1878,2539,1988,9,9,1988,9,9
1879,2540,1988,10,16,1988,10,16
1880,2541,1988,11,3,1988,11,3
1881,2542,1988,6,1,1988,6,1
1882,2543,1988,1,1,1988,1,1
1883,2544,1988,6,1,1988,6,1
1884,2545,1988,1,9,1988,1,9
1885,2546,1988,3,23,1988,3,23
1886,2547,1988,3,1,1988,3,1
1887,2550,1988,9,1,1988,9,1
1888,2551,1988,8,1,1988,8,1
1889,2552,1988,2,6,1988,2,6
1890,2553,1988,7,1,1988,7,1
1891,2554,1988,10,19,1988,10,19
1892,2555,1988,11,29,1988,11,29
1893,2556,1988,5,23,1988,5,23
1894,2557,1988,6,1,1988,9,1
1895,2558,1988,6,13,1988,6,13
1896,2560,1988,10,1,1988,10,1
1897,2561,1988,2,2,1988,2,2
1898,2563,1988,5,1,1988,5,1
1899,2565,1988,2,1,1988,2,1
1900,2567,1988,2,1,1988,2,1
1901,2569,1988,1,1,1988,1,1
1902,2572,1988,12,1,1988,12,1
1903,2573,1988,1,4,1988,1,4
1904,2574,1988,11,6,1988,11,6
1905,2575,1988,7,23,1988,7,23
1906,2576,1988,8,6,1988,8,6
1907,2577,1988,5,20,1988,5,20
1908,2579,1988,8,24,1988,8,24
1909,2581,1988,7,10,1988,7,10
1910,2582,1988,7,15,1988,7,15
1911,2583,1988,8,8,1988,8,8
1912,2584,1988,9,21,1988,9,21
1913,2586,1988,4,1,1988,4,1
1914,2587,1988,6,29,1988,6,29
1915,2588,1988,6,11,1988,6,11
1916,2592,1988,3,25,1988,3,25
1917,2594,1988,10,17,1988,10,17
1918,2596,1988,1,1,1988,1,1
1919,2598,1988,5,26,1988,5,26
1920,2601,1988,3,26,1988,3,26
1921,2602,1988,3,1,1988,3,1
1922,2604,1988,10,31,1988,10,31
1923,2611,1988,9,25,1988,9,25
1924,2612,1988,10,3,1988,10,3
1925,2613,1988,11,1,1988,11,1
1926,2617,1988,7,3,1988,7,3
1927,2618,1988,10,15,1988,10,15
1928,2619,1988,9,8,1988,9,8
1929,2621,1988,10,21,1988,10,21
1930,2623,1989,4,26,1989,4,26
1931,2625,1989,4,9,1989,4,9
1932,2626,1978,4,1,1978,4,1
1933,2628,1978,12,17,1978,12,17
1934,2629,1978,11,3,1978,11,3
1935,2630,1978,11,25,1978,11,25
1936,2631,1978,12,14,1978,12,14
1937,2633,1978,11,24,1978,11,24
1938,2634,1978,12,28,1978,12,28
1939,2635,1978,11,29,1978,11,29
1940,2637,1978,12,23,1978,12,23
1941,2638,1978,1,1,1979,4,1
1942,2640,1978,10,14,1978,10,14
1943,2643,1978,11,9,1978,11,9
1944,2644,1978,8,13,1978,8,13
1945,2645,1978,4,18,1978,4,18
1946,2646,1978,8,9,1978,8,9
1947,2647,1978,8,20,1978,8,20
1948,2648,1978,9,24,1978,9,24
1949,2649,1978,10,7,1978,10,7
1950,2651,1978,2,1,1978,2,1
1951,2652,1978,2,2,1978,2,2
1952,2655,1979,9,12,1979,9,12
1953,2656,1979,7,18,1979,7,18
1954,2657,1979,1,1,1980,1,1
1955,2658,1979,11,1,1979,11,1
1956,2659,1979,8,31,1979,8,31
1957,2660,1979,5,30,1979,5,30
1958,2661,1979,11,2,1979,11,2
1959,2662,1979,12,15,1979,12,15
1960,2663,1979,12,18,1979,12,18
1961,2664,1979,2,20,1979,2,20
1962,2666,1979,5,29,1979,5,29
1963,2667,1979,2,27,1979,2,27
1964,2669,1979,6,1,1979,6,1
1965,2671,1979,8,19,1979,8,19
1966,2672,1979,5,12,1979,5,12
1967,2674,1979,7,1,1979,7,1
1968,2681,1979,1,16,1979,1,16
1969,2682,1979,11,14,1979,11,14
1970,2683,1979,11,27,1979,11,27
1971,2684,1979,9,19,1979,9,19
1972,2686,1979,4,25,1979,4,25
1973,2687,1979,6,12,1979,6,12
1974,2688,1979,10,20,1979,10,20
1975,2690,1979,8,26,1979,8,26
1976,2691,1979,1,1,1979,1,1
1977,2692,1979,10,25,1979,10,25
1978,2693,1979,3,14,1979,3,14
1979,2696,1979,2,1,1979,2,1
1980,2698,1979,1,1,1982,1,1
1981,2701,1979,12,22,1979,12,22
1982,2705,1979,8,6,1979,8,6
1983,2708,1979,2,16,1979,2,16
1984,2709,1979,7,16,1979,7,16
1985,2711,1979,8,12,1979,8,12
1986,2712,1979,8,9,1979,8,9
1987,2713,1979,9,16,1979,9,16
1988,2714,1979,11,4,1979,11,4
1989,2715,1979,11,18,1979,11,18
1990,2721,1980,8,5,1980,8,5
1991,2724,1980,10,1,1981,10,1
1992,2725,1980,9,5,1980,9,5
1993,2726,1980,9,4,1980,9,4
1994,2727,1980,12,1,1980,12,1
1995,2728,1980,2,15,1980,2,15
1996,2729,1980,12,26,1980,12,26
1997,2730,1980,5,9,1980,5,9
1998,2731,1980,8,24,1980,8,24
1999,2733,1980,10,16,1980,10,16
2000,2735,1980,4,29,1980,4,29
2001,2742,1980,9,1,1980,9,1
2002,2744,1980,12,19,1980,12,19
2003,2745,1980,12,22,1980,12,22
2004,2746,1980,11,30,1980,11,30
2005,2749,1980,11,23,1980,11,23
2006,2751,1980,9,25,1980,9,25
2007,2752,1980,9,11,1980,9,11
2008,2753,1980,8,30,1980,8,30
2009,2755,1980,9,15,1980,9,15
2010,2758,1980,3,1,1980,3,1
2011,2759,1980,6,9,1980,6,9
2012,2760,1980,10,24,1980,10,24
2013,2761,1980,9,3,1980,9,3
2014,2762,1980,11,1,1980,11,1
2015,2763,1980,1,1,1985,1,1
2016,2765,1980,6,1,1985,6,1
2017,2770,1980,7,29,1980,7,29
2018,2771,1980,1,17,1980,1,17
2019,2772,1980,6,5,1980,6,5
2020,2773,1980,6,13,1980,6,13
2021,2775,1980,11,12,1980,11,12
2022,2777,1980,11,11,1980,11,11
2023,2779,1980,7,21,1980,7,21
2024,2780,1980,7,25,1980,7,25
2025,2781,1980,11,6,1980,11,6
2026,2782,1980,3,20,1980,3,20
2027,2783,1980,5,7,1980,5,7
2028,2784,1980,7,19,1980,7,19
2029,2785,1980,1,1,1980,7,1
2030,2787,1980,1,27,1980,1,27
2031,2788,1981,1,19,1981,1,19
2032,2790,1981,1,1,1983,1,1
2033,2793,1981,3,2,1981,3,2
2034,2794,1981,12,25,1981,12,25
2035,2795,1981,11,6,1981,11,6
2036,2796,1981,5,14,1981,5,14
2037,2797,1981,1,22,1981,1,22
2038,2798,1981,4,17,1981,4,17
2039,2799,1981,12,10,1981,12,10
2040,2800,1981,8,7,1981,8,7
2041,2802,1981,7,4,1981,7,4
2042,2803,1981,11,1,1981,11,1
2043,2804,1981,6,11,1981,6,11
2044,2806,1981,5,3,1981,5,3
2045,2807,1981,10,19,1981,10,19
2046,2808,1981,6,7,1981,6,7
2047,2809,1981,2,14,1981,2,14
2048,2812,1981,8,6,1981,8,6
2049,2813,1981,8,23,1981,8,23
2050,2814,1981,1,8,1981,1,8
2051,2815,1981,2,1,1981,2,1
2052,2817,1981,8,31,1981,8,31
2053,2818,1981,7,1,1981,7,1
2054,2820,1981,12,7,1981,12,7
2055,2822,1981,10,24,1981,10,24
2056,2823,1981,10,7,1981,10,7
2057,2825,1981,4,11,1981,4,11
2058,2826,1981,1,1,1985,1,1
2059,2828,1982,4,1,1984,4,1
2060,2829,1981,2,11,1981,2,11
2061,2830,1981,3,5,1981,3,5
2062,2831,1981,12,23,1981,12,23
2063,2832,1983,6,1,1985,6,1
2064,2833,1981,7,13,1981,7,13
2065,2834,1981,9,29,1981,9,29
2066,2835,1981,4,12,1981,4,12
2067,2836,1981,5,8,1981,5,8
2068,2838,1981,12,12,1981,12,12
2069,2839,1981,7,24,1981,7,24
2070,2840,1981,6,22,1981,6,22
2071,2841,1981,4,18,1981,4,18
2072,2842,1981,12,31,1981,12,31
2073,2843,1981,3,13,1981,3,13
2074,2844,1981,10,9,1981,10,9
2075,2847,1981,9,20,1981,9,20
2076,2848,1981,11,25,1981,11,25
2077,2850,1981,6,28,1981,6,28
2078,2851,1981,8,16,1981,8,16
2079,2852,1981,11,17,1981,11,17
2080,2855,1981,11,7,1981,11,7
2081,2857,1981,12,29,1981,12,29
2082,2858,1982,12,25,1982,12,25
2083,2859,1982,2,24,1982,2,24
2084,2860,1982,3,21,1982,3,21
2085,2861,1982,1,1,1982,12,1
2086,2862,1982,9,1,1983,9,1
2087,2863,1982,10,6,1982,10,6
2088,2864,1982,5,24,1982,5,24
2089,2865,1982,4,5,1982,4,5
2090,2866,1982,8,26,1982,8,26
2091,2867,1982,1,10,1982,1,10
2092,2873,1982,12,26,1982,12,26
2093,2874,1982,11,9,1982,11,9
2094,2878,1982,6,1,1983,6,1
2095,2882,1982,10,17,1982,10,17
2096,2883,1982,12,14,1982,12,14
2097,2884,1982,8,2,1982,8,2
2098,2885,1982,8,25,1982,8,25
2099,2886,1982,9,2,1982,9,2
2100,2887,1982,7,23,1982,7,23
2101,2888,1982,7,3,1982,7,3
2102,2889,1982,10,1,1982,10,1
2103,2890,1982,8,14,1982,8,14
2104,2891,1982,8,27,1982,8,27
2105,2892,1982,5,1,1982,5,1
2106,2893,1982,12,12,1982,12,12
2107,2895,1982,1,28,1982,3,25
2108,2896,1982,6,7,1982,6,7
2109,2897,1982,3,28,1982,3,28
2110,2898,1982,9,1,1982,9,1
2111,2899,1982,9,30,1982,9,30
2112,2900,1982,11,26,1982,11,26
2113,2901,1982,5,4,1982,5,4
2114,2904,1982,1,16,1982,1,16
2115,2907,1982,5,23,1982,5,23
2116,2912,1982,1,25,1982,1,25
2117,2914,1982,4,13,1982,4,13
2118,2915,1982,6,23,1982,6,23
2119,2916,1982,1,22,1982,1,22
2120,2917,1982,3,22,1982,3,22
2121,2918,1982,3,23,1982,3,23
2122,2920,1982,9,5,1982,9,5
2123,2921,1982,10,12,1982,10,12
2124,2922,1982,3,18,1982,3,18
2125,2923,1982,7,12,1982,7,12
2126,2924,1982,8,20,1982,8,20
2127,2925,1982,12,2,1982,12,2
2128,2928,1982,6,4,1982,6,4
2129,2932,1983,8,18,1983,8,18
2130,2933,1983,3,26,1983,3,26
2131,2934,1983,8,8,1983,8,8
2132,2935,1983,5,26,1983,5,26
2133,2936,1983,12,1,1984,1,1
2134,2939,1983,2,1,1984,2,1
2135,2940,1983,4,3,1983,4,3
2136,2941,1983,6,28,1983,6,28
2137,2942,1983,7,14,1983,7,14
2138,2947,1983,10,1,1983,10,1
2139,2951,1983,6,19,1983,6,19
2140,2952,1983,10,3,1983,10,3
2141,2953,1983,4,13,1983,4,13
2142,2959,1983,1,13,1983,1,13
2143,2961,1983,5,29,1983,5,29
2144,2962,1983,1,25,1983,1,25
2145,2964,1983,9,19,1983,9,19
2146,2966,1983,5,22,1983,5,22
2147,2969,1983,9,28,1983,9,28
2148,2970,1983,7,24,1983,7,24
2149,2976,1983,12,10,1983,12,10
2150,2978,1983,8,11,1983,8,11
2151,2979,1983,10,20,1983,10,20
2152,2982,1983,12,8,1983,12,8
2153,2986,1983,7,10,1983,7,10
2154,2987,1983,3,11,1983,3,11
2155,2988,1983,4,18,1983,4,18
2156,2989,1983,8,6,1983,8,6
2157,2990,1983,4,12,1983,4,12
2158,2994,1983,1,1,1983,1,1
2159,2995,1983,9,16,1983,9,16
2160,2997,1983,9,3,1983,9,3
2161,2998,1983,11,17,1983,11,17
2162,3000,1983,9,23,1983,9,23
2163,3004,1983,3,6,1983,3,6
2164,3006,1983,8,3,1983,8,3
2165,3007,1983,9,24,1983,9,24
2166,3009,1983,11,18,1983,11,18
2167,3010,1983,6,1,1983,6,1
2168,3017,1983,4,1,1985,4,1
2169,3018,1983,8,15,1983,8,15
2170,3019,1984,9,14,1984,9,14
2171,3020,1984,8,6,1984,8,6
2172,3021,1984,10,1,1984,10,1
2173,3023,1984,2,13,1984,2,13
2174,3024,1984,1,8,1984,1,8
2175,3025,1984,8,27,1984,8,27
2176,3026,1984,5,25,1984,5,25
2177,3028,1984,6,15,1984,6,15
2178,3031,1984,4,27,1984,4,27
2179,3032,1984,12,3,1984,12,3
2180,3033,1984,2,3,1984,2,3
2181,3034,1984,12,31,1984,12,31
2182,3035,1984,8,16,1984,8,16
2183,3036,1984,11,14,1984,11,14
2184,3037,1984,11,30,1984,11,30
2185,3044,1984,6,25,1984,6,25
2186,3048,1984,4,29,1984,4,29
2187,3049,1984,5,7,1984,5,7
2188,3050,1984,10,20,1984,10,20
2189,3053,1984,7,7,1984,7,7
2190,3054,1984,8,31,1984,8,31
2191,3056,1984,1,7,1984,1,7
2192,3057,1984,5,24,1984,5,24
2193,3060,1984,2,1,1984,2,1
2194,3061,1984,4,9,1984,4,9
2195,3065,1984,1,28,1984,2,4
2196,3066,1984,9,21,1984,9,21
2197,3070,1984,1,27,1984,1,29
2198,3071,1984,2,17,1984,2,17
2199,3073,1984,10,30,1984,10,30
2200,3074,1984,3,1,1984,3,1
2201,3075,1984,9,10,1984,9,10
2202,3077,1984,11,3,1984,11,3
2203,3078,1984,9,1,1984,9,1
2204,3079,1984,10,23,1984,10,23
2205,3081,1984,3,13,1984,3,13
2206,3083,1985,7,19,1985,7,19
2207,3084,1985,9,15,1985,9,15
2208,3086,1985,6,30,1985,6,30
2209,3087,1985,2,4,1985,2,4
2210,3088,1985,2,19,1985,2,19
2211,3091,1985,6,23,1985,6,23
2212,3092,1985,10,10,1985,10,10
2213,3093,1985,12,26,1985,12,26
2214,3094,1985,6,6,1985,6,6
2215,3100,1985,11,12,1985,11,12
2216,3101,1985,10,17,1985,10,17
2217,3102,1985,2,3,1985,2,3
2218,3104,1985,6,15,1985,7,1
2219,3105,1985,9,1,1985,9,1
2220,3106,1985,10,5,1985,10,5
2221,3108,1985,11,1,1985,11,1
2222,3109,1985,2,9,1985,2,9
2223,3110,1985,9,19,1985,9,19
2224,3113,1985,3,26,1985,3,26
2225,3116,1985,9,23,1985,9,23
2226,3119,1985,2,17,1985,2,17
2227,3120,1985,7,26,1985,7,26
2228,3121,1985,7,29,1985,7,29
2229,3122,1985,8,21,1985,8,21
2230,3123,1985,6,16,1985,6,16
2231,3124,1985,4,7,1985,4,7
2232,3126,1985,3,19,1985,3,19
2233,3127,1985,10,21,1985,10,21
2234,3129,1985,10,15,1985,10,15
2235,3130,1985,6,20,1985,6,20
2236,3133,1985,5,11,1985,5,11
2237,3135,1985,10,7,1985,10,7
2238,3136,1985,9,9,1985,9,9
2239,3137,1985,12,24,1985,12,24
2240,3138,1986,6,24,1986,6,24
2241,3140,1986,10,23,1986,10,23
2242,3141,1986,6,1,1986,6,1
2243,3142,1986,6,1,1986,9,1
2244,3143,1986,10,24,1986,10,24
2245,3147,1986,4,15,1986,4,15
2246,3148,1986,1,16,1986,1,16
2247,3149,1986,3,6,1986,3,6
2248,3150,1986,11,16,1986,11,16
2249,3151,1986,4,26,1986,4,26
2250,3155,1986,5,16,1986,5,16
2251,3156,1986,9,25,1986,9,25
2252,3159,1986,7,31,1986,7,31
2253,3160,1986,10,10,1986,10,10
2254,3163,1986,8,25,1986,8,25
2255,3164,1986,7,12,1986,7,12
2256,3165,1986,12,20,1986,12,20
2257,3166,1986,11,30,1986,12,11
2258,3167,1986,4,28,1986,4,28
2259,3168,1986,2,2,1986,2,2
2260,3171,1986,11,21,1986,11,21
2261,3172,1986,1,26,1986,1,26
2262,3173,1986,7,10,1986,7,10
2263,3174,1986,8,4,1986,8,4
2264,3176,1986,8,30,1986,8,30
2265,3177,1986,9,8,1986,9,8
2266,3179,1986,3,15,1986,3,15
2267,3180,1986,12,29,1986,12,29
2268,3181,1986,9,1,1986,9,1
2269,3184,1986,11,28,1986,11,28
2270,3190,1986,3,20,1986,3,20
2271,3191,1986,4,6,1986,4,6
2272,3192,1986,3,13,1986,3,13
2273,3193,1986,8,11,1986,8,11
2274,3194,1986,1,25,1986,1,25
2275,3195,1986,5,31,1986,5,31
2276,3196,1986,10,16,1986,10,16
2277,3198,1986,4,5,1986,4,5
2278,3199,1986,1,11,1986,1,11
2279,3201,1986,3,9,1986,3,9
2280,3203,1986,9,2,1986,9,2
2281,3204,1986,10,6,1986,10,6
2282,3206,1986,10,17,1986,10,17
2283,3208,1986,6,28,1986,6,28
2284,3211,1987,11,26,1987,11,26
2285,3214,1987,2,9,1987,2,9
2286,3216,1987,7,10,1987,7,10
2287,3217,1987,12,1,1987,12,1
2288,3218,1987,4,27,1987,4,27
2289,3219,1987,5,8,1987,5,8
2290,3220,1987,4,26,1987,4,26
2291,3221,1987,5,4,1987,5,4
2292,3222,1987,12,28,1987,12,28
2293,3223,1987,2,23,1987,2,23
2294,3225,1987,12,14,1987,12,14
2295,3227,1987,11,1,1987,11,1
2296,3229,1987,11,2,1987,11,2
2297,3230,1987,11,14,1987,11,14
2298,3231,1987,6,1,1987,6,1
2299,3233,1987,5,1,1987,8,1
2300,3235,1987,10,18,1987,10,18
2301,3237,1987,7,9,1987,7,9
2302,3238,1987,9,18,1987,9,18
2303,3240,1987,5,29,1987,5,29
2304,3241,1987,7,24,1987,7,24
2305,3242,1987,9,1,1987,9,1
2306,3243,1987,3,7,1987,3,7
2307,3245,1987,8,7,1987,8,7
2308,3246,1987,10,27,1987,10,27
2309,3251,1987,8,24,1987,8,26
2310,3255,1987,12,17,1987,12,17
2311,3259,1987,8,16,1987,8,16
2312,3260,1987,7,16,1987,7,16
2313,3261,1987,7,26,1987,7,26
2314,3264,1987,6,14,1987,6,14
2315,3270,1987,4,11,1987,4,11
2316,3271,1987,11,24,1987,11,24
2317,3272,1987,6,13,1987,6,13
2318,3273,1987,9,29,1987,9,29
2319,3277,1987,9,1,1987,9,1
2320,3287,1987,3,2,1987,3,2
2321,3288,1987,3,19,1987,3,19
2322,3289,1987,3,10,1987,3,10
2323,3291,1987,1,9,1987,1,9
2324,3292,1987,12,4,1987,12,4
2325,3293,1987,3,9,1987,3,9
2326,3295,1987,10,21,1987,10,21
2327,3296,1987,11,23,1987,11,23
2328,3297,1987,8,13,1987,8,13
2329,3303,1987,4,17,1987,4,17
2330,3304,1987,2,13,1987,2,13
2331,3306,1987,10,1,1987,10,1
2332,3308,1988,9,11,1988,9,11
2333,3309,1988,9,6,1988,9,6
2334,3310,1988,3,12,1988,3,12
2335,3311,1988,9,14,1988,9,14
2336,3312,1988,4,1,1992,4,1
2337,3315,1988,10,16,1988,10,25
2338,3317,1988,1,27,1988,1,27
2339,3318,1988,6,20,1988,6,20
2340,3319,1988,9,30,1988,9,30
2341,3320,1988,10,8,1988,10,8
2342,3321,1988,5,9,1988,5,9
2343,3322,1988,7,17,1988,7,17
2344,3323,1988,12,20,1988,12,20
2345,3326,1988,8,21,1988,8,21
2346,3328,1988,9,22,1988,10,9
2347,3329,1988,3,15,1988,3,15
2348,3338,1988,8,11,1988,8,11
2349,3339,1988,3,30,1988,3,30
2350,3340,1988,8,26,1988,8,26
2351,3341,1988,8,29,1988,8,29
2352,3342,1988,9,12,1988,9,12
2353,3343,1988,1,29,1988,1,29
2354,3344,1988,7,9,1988,7,9
2355,3347,1988,12,1,1988,12,1
2356,3348,1988,8,1,1989,8,1
2357,3349,1988,2,27,1988,2,27
2358,3352,1988,9,4,1988,9,4
2359,3354,1988,5,1,1988,5,1
2360,3355,1988,1,17,1988,1,17
2361,3359,1988,3,1,1988,3,1
2362,3363,1988,11,12,1988,11,12
2363,3370,1988,10,22,1988,10,23
2364,3371,1988,8,20,1988,8,20
2365,3373,1988,9,20,1988,9,20
2366,3374,1988,3,7,1988,3,7
2367,3376,1988,7,24,1988,7,24
2368,3377,1988,9,13,1988,9,13
2369,3382,1988,2,24,1988,2,24
2370,3385,1988,2,3,1988,2,3
2371,3387,1988,4,4,1988,4,4
2372,3388,1988,5,22,1988,5,22
2373,3389,1988,5,30,1988,5,30
2374,3390,1988,7,16,1988,7,16
2375,3392,1988,11,5,1988,11,5
2376,3393,1988,11,1,1988,11,1
2377,3395,1988,5,6,1988,5,6
2378,3396,1988,8,1,1988,9,2
2379,3402,1989,3,14,1989,3,14
2380,3403,1989,2,8,1989,2,8
2381,3404,1978,1,1,1979,1,1
2382,3408,1978,2,15,1978,2,15
2383,3416,1979,2,18,1979,2,18
2384,3417,1979,3,6,1979,3,6
2385,3420,1979,4,10,1979,4,10
2386,3424,1979,4,13,1979,4,13
2387,3425,1979,1,6,1979,1,6
2388,3426,1979,5,24,1979,5,24
2389,3430,1980,5,18,1980,5,18
2390,3431,1980,6,1,1980,9,1
2391,3432,1981,11,1,1985,11,1
2392,3433,1980,8,9,1980,8,9
2393,3435,1980,1,1,1980,1,1
2394,3436,1980,10,3,1980,10,3
2395,3437,1980,3,27,1980,3,27
2396,3441,1980,5,13,1980,5,13
2397,3442,1980,6,4,1980,6,4
2398,3443,1980,11,24,1980,11,24
2399,3444,1980,2,17,1980,2,17
2400,3445,1980,2,19,1980,2,19
2401,3447,1980,11,26,1980,11,26
2402,3448,1980,7,23,1980,7,23
2403,3451,1980,8,1,1980,8,1
2404,3456,1981,7,6,1981,7,6
2405,3457,1981,12,1,1981,12,1
2406,3458,1981,12,17,1981,12,17
2407,3461,1981,6,23,1981,6,23
2408,3468,1981,3,1,1981,3,1
2409,3469,1981,8,13,1981,8,13
2410,3470,1981,3,23,1981,3,23
2411,3471,1982,3,1,1983,3,1
2412,3473,1982,1,1,1982,1,1
2413,3474,1982,10,1,1984,10,1
2414,3475,1982,6,19,1982,6,19
2415,3478,1982,9,17,1982,9,17
2416,3481,1982,3,3,1982,3,3
2417,3482,1982,5,30,1982,5,30
2418,3483,1982,10,28,1982,10,28
2419,3486,1982,4,2,1982,4,2
2420,3487,1982,5,7,1982,5,7
2421,3490,1982,11,23,1982,11,23
2422,3493,1982,1,3,1982,1,3
2423,3494,1982,3,4,1982,3,4
2424,3495,1982,9,3,1982,9,3
2425,3499,1982,10,18,1982,10,18
2426,3500,1982,3,29,1982,3,29
2427,3501,1982,12,13,1982,12,13
2428,3504,1983,11,16,1983,11,16
2429,3505,1983,6,18,1983,6,18
2430,3506,1983,1,1,1985,1,1
2431,3510,1983,5,5,1983,5,5
2432,3512,1983,10,30,1983,10,30
2433,3515,1983,5,2,1983,5,2
2434,3516,1983,10,28,1983,10,28
2435,3517,1983,8,17,1983,8,17
2436,3520,1983,12,17,1983,12,17
2437,3525,1983,11,12,1983,11,12
2438,3528,1983,10,5,1983,10,5
2439,3531,1983,2,25,1983,2,25
2440,3533,1983,11,24,1983,11,24
2441,3536,1984,7,26,1984,7,26
2442,3538,1984,3,20,1984,3,20
2443,3539,1984,1,2,1984,1,2
2444,3542,1984,1,1,1984,1,1
2445,3544,1984,1,19,1984,1,19
2446,3545,1984,9,18,1984,9,18
2447,3546,1984,10,18,1984,10,18
2448,3548,1984,12,26,1984,12,26
2449,3551,1984,3,27,1984,3,27
2450,3552,1984,6,13,1984,6,13
2451,3555,1984,1,6,1984,1,6
2452,3556,1984,4,21,1984,4,21
2453,3558,1984,9,11,1984,9,11
2454,3559,1984,11,10,1984,11,10
2455,3560,1984,2,1,1984,2,1
2456,3565,1984,4,15,1984,4,15
2457,3572,1985,3,14,1985,3,14
2458,3576,1985,10,14,1985,10,14
2459,3579,1985,9,13,1985,9,13
2460,3582,1985,10,12,1985,10,12
2461,3583,1985,11,7,1985,11,7
2462,3587,1985,3,30,1985,3,30
2463,3588,1985,4,11,1985,4,11
2464,3589,1985,4,24,1985,4,24
2465,3593,1985,8,30,1985,8,30
2466,3594,1985,9,27,1985,9,27
2467,3602,1985,9,7,1985,9,7
2468,3603,1985,10,23,1985,10,23
2469,3604,1985,1,16,1985,1,16
2470,3605,1985,9,28,1985,9,28
2471,3607,1986,7,1,1986,8,1
2472,3608,1986,5,1,1986,5,1
2473,3610,1986,5,19,1986,5,19
2474,3614,1986,8,31,1986,8,31
2475,3615,1986,5,13,1986,5,13
2476,3617,1986,5,8,1986,5,8
2477,3618,1986,9,30,1986,9,30
2478,3619,1986,5,5,1986,5,5
2479,3620,1986,10,11,1986,10,11
2480,3621,1986,11,15,1986,11,15
2481,3622,1986,5,25,1986,5,25
2482,3623,1986,8,22,1986,8,22
2483,3624,1986,9,19,1986,9,19
2484,3629,1986,2,5,1986,2,5
2485,3630,1986,7,13,1986,7,13
2486,3631,1986,2,13,1986,2,13
2487,3636,1986,6,2,1986,6,2
2488,3637,1986,7,18,1986,7,18
2489,3638,1986,12,3,1986,12,3
2490,3639,1986,9,6,1986,9,6
2491,3640,1986,12,25,1986,12,25
2492,3645,1987,4,1,1987,4,1
2493,3649,1987,2,14,1987,3,24
2494,3652,1987,11,30,1987,11,30
2495,3653,1987,2,27,1987,2,27
2496,3656,1987,2,22,1987,2,22
2497,3657,1987,10,24,1987,10,24
2498,3659,1987,12,1,1988,12,1
2499,3660,1987,5,22,1987,5,22
2500,3662,1987,12,13,1987,12,13
2501,3663,1987,1,4,1987,1,4
2502,3664,1987,1,20,1987,1,20
2503,3665,1987,10,1,1987,10,1
2504,3667,1987,6,23,1987,6,23
2505,3669,1987,7,23,1987,7,23
2506,3670,1987,9,7,1987,9,7
2507,3671,1987,9,21,1987,9,21
2508,3673,1987,9,6,1987,9,6
2509,3674,1987,10,14,1987,10,14
2510,3675,1987,11,18,1987,11,18
2511,3678,1987,2,7,1987,2,8
2512,3680,1987,9,25,1987,9,29
2513,3689,1988,8,10,1988,8,10
2514,3691,1988,6,14,1988,6,14
2515,3693,1988,12,7,1988,12,7
2516,3695,1988,6,25,1988,6,25
2517,3700,1988,11,19,1988,11,27
2518,3704,1988,6,23,1988,6,23
2519,3707,1988,11,22,1988,11,22
2520,3708,1988,4,1,1988,6,1
2521,3709,1988,1,5,1988,1,5
2522,3711,1988,2,16,1988,2,16
2523,3712,1988,3,1,1988,3,2
2524,3713,1988,3,28,1988,3,28
2525,3714,1988,4,5,1988,4,5
2526,3715,1988,4,25,1988,4,25
2527,3717,1988,5,15,1988,5,15
2528,3718,1988,5,19,1988,5,19
2529,3721,1988,6,2,1988,6,2
2530,3722,1988,6,9,1988,6,9
2531,3724,1988,11,15,1988,11,15
2532,3725,1988,11,25,1988,11,25
2533,3727,1988,12,14,1988,12,14
2534,3728,1988,12,28,1988,12,28
2535,3729,1988,7,25,1988,7,25
2536,3730,1988,8,15,1988,8,15
2537,3731,1988,10,1,1988,10,1
2538,3732,1988,10,10,1988,10,10
2539,3735,1988,1,11,1988,1,11
2540,3737,1988,7,11,1988,7,11
2541,3739,1989,12,28,1989,12,28
2542,3740,1989,10,29,1989,10,29
2543,3741,1989,10,5,1989,10,5
2544,3742,1989,7,29,1989,7,29
2545,3743,1989,5,26,1989,5,26
2546,3744,1989,1,6,1989,1,6
2547,3746,1989,1,1,1992,1,1
2548,3747,1989,4,1,1989,4,1
2549,3748,1989,1,1,1991,1,1
2550,3749,1989,9,17,1989,9,17
2551,3750,1989,1,10,1989,1,10
2552,3753,1989,3,31,1989,4,5
2553,3754,1989,4,17,1989,4,24
2554,3756,1989,2,2,1989,2,2
2555,3757,1989,6,12,1989,6,12
2556,3758,1989,8,14,1989,8,14
2557,3760,1989,12,1,1989,12,1
2558,3761,1989,1,1,1989,1,1
