,CalenderId,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay
5616,8515,2005,3,5,2005,4,5
5617,8516,2005,3,5,2005,3,25
5618,8517,2005,1,27,2005,3,28
5619,8518,2005,1,30,2005,1,30
5620,8519,2005,2,16,2005,2,16
5621,8520,2005,1,4,2005,1,26
5622,8521,2005,1,21,2005,1,21
5623,8522,2005,2,2,2005,2,2
5624,8523,2003,5,26,2003,5,26
5625,8524,2003,12,22,2004,1,22
5626,8525,2003,11,14,2003,11,14
5627,8526,2003,5,4,2003,5,4
5628,8527,2003,9,12,2003,9,12
5629,8528,2003,9,25,2003,9,25
5630,8529,2003,4,1,2003,5,1
5631,8530,2003,8,1,2003,12,1
5632,8531,2003,4,14,2003,4,14
5633,8532,2003,7,15,2003,7,15
5634,8533,2003,12,17,2003,12,17
5635,8534,2003,8,24,2003,8,24
5636,8535,2003,8,29,2003,8,31
5637,8536,2003,8,8,2003,8,11
5638,8537,2003,7,1,2003,7,1
5639,8538,2003,11,29,2003,11,29
5640,8539,2003,12,1,2004,2,19
5641,8540,2003,1,11,2003,2,4
5642,8541,2003,7,21,2003,7,21
5643,8542,2003,5,15,2003,5,21
5644,8543,2003,6,5,2003,6,7
5645,8544,2003,6,23,2003,7,28
5646,8545,2003,8,24,2003,11,12
5647,8546,2003,6,14,2003,6,16
5648,8547,2003,5,14,2003,5,28
5649,8548,2003,9,22,2003,9,22
5650,8549,2003,10,15,2003,10,18
5651,8550,2003,12,2,2003,12,3
5652,8551,2003,8,14,2003,8,14
5653,8552,2003,12,20,2003,12,22
5654,8553,2003,10,6,2003,10,6
5655,8554,2003,11,2,2003,11,3
5656,8555,2003,11,30,2003,12,6
5657,8556,2003,12,10,2004,1,5
5658,8557,2003,8,7,2003,8,7
5659,8558,2003,4,11,2003,4,11
5660,8559,2003,7,25,2003,7,25
5661,8560,2003,7,19,2003,7,21
5662,8561,2003,5,17,2003,5,26
5663,8562,2003,5,21,2003,5,21
5664,8563,2003,7,1,2003,8,7
5665,8564,2003,6,5,2003,7,5
5666,8565,2003,9,5,2003,9,6
5667,8566,2003,7,19,2003,7,20
5668,8567,2003,4,25,2003,4,27
5669,8568,2003,9,2,2003,9,2
5670,8569,2003,4,22,2003,4,22
5671,8570,2003,9,12,2003,9,13
5672,8571,2003,2,1,2003,5,21
5673,8572,2003,7,1,2003,7,1
5674,8573,2003,8,1,2003,8,1
5675,8574,2003,8,1,2003,8,11
5676,8575,2003,8,1,2003,8,20
5677,8577,2003,5,14,2003,6,6
5678,8578,2003,7,16,2003,8,15
5679,8579,2003,9,28,2003,9,29
5680,8580,2003,8,26,2003,8,30
5681,8581,2003,7,20,2003,7,20
5682,8582,2003,12,6,2003,12,6
5683,8583,2003,3,31,2003,4,2
5684,8584,2003,2,1,2004,2,1
5685,8585,2003,6,11,2003,10,10
5686,8586,2003,12,20,2003,12,20
5687,8587,2003,12,15,2004,1,15
5688,8588,2003,5,10,2003,6,12
5689,8589,2003,4,16,2003,4,16
5690,8590,2003,5,1,2003,5,1
5691,8591,2003,10,27,2003,10,31
5692,8592,2003,9,5,2003,9,5
5693,8594,2003,8,4,2003,8,5
5694,8595,2003,3,31,2003,4,3
5695,8596,2003,10,17,2003,10,26
5696,8597,2003,9,18,2003,9,18
5697,8598,2003,8,1,2003,9,14
5698,8599,2003,4,17,2003,4,17
5699,8601,2003,8,16,2003,8,16
5700,8602,2003,10,16,2003,10,16
5701,8603,2003,10,25,2003,10,25
5702,8604,2003,11,13,2003,11,13
5703,8606,2003,12,1,2003,12,1
5704,8607,2003,11,26,2003,11,26
5705,8608,2003,9,20,2003,9,22
5706,8609,2003,5,11,2003,5,11
5707,8610,2003,7,24,2003,7,24
5708,8611,2003,9,1,2003,9,3
5709,8612,2003,11,18,2003,11,18
5710,8613,2003,4,1,2003,4,1
5711,8616,2003,12,25,2003,12,25
5712,8617,2003,12,12,2003,12,14
5713,8619,2003,7,19,2003,7,22
5714,8620,2003,6,7,2003,6,8
5715,8621,2003,4,16,2003,4,22
5716,8622,2003,5,27,2003,5,27
5717,8623,2003,4,2,2003,4,5
5718,8624,2003,8,9,2003,8,11
5719,8625,2003,6,21,2003,7,21
5720,8626,2003,5,6,2003,5,6
5721,8627,2003,7,28,2003,8,21
5722,8628,2003,1,1,2003,8,1
5723,8629,2003,4,28,2003,5,20
5724,8630,2003,1,1,2004,1,1
5725,8631,2003,7,28,2003,7,30
5726,8632,2003,11,21,2003,11,25
5727,8634,2003,10,1,2003,10,1
5728,8635,2003,4,23,2003,4,23
5729,8636,2003,3,1,2003,3,1
5730,8638,2003,11,28,2003,12,24
5731,8639,2003,9,14,2003,9,15
5732,8640,2003,7,18,2003,7,23
5733,8641,2003,8,29,2003,8,30
5734,8642,2003,3,27,2003,3,29
5735,8646,2003,8,11,2003,8,11
5736,8647,2003,8,1,2003,9,1
5737,8648,2003,7,16,2003,7,16
5738,8650,2003,7,15,2003,9,1
5739,8651,2003,8,27,2003,10,20
5740,8652,2003,9,10,2003,9,10
5741,8653,2003,4,12,2003,4,12
5742,8656,2003,7,3,2003,7,3
5743,8657,2003,7,10,2003,7,10
5744,8658,2003,12,26,2003,12,26
5745,8659,2003,12,11,2003,12,11
5746,8660,2003,3,26,2003,3,27
5747,8663,2003,5,23,2003,5,23
5748,8664,2003,1,4,2003,1,6
5749,8665,2003,4,20,2003,4,20
5750,8669,2004,10,23,2004,10,23
5751,8670,2004,5,10,2004,5,11
5752,8671,2004,6,28,2004,6,30
5753,8672,2004,2,3,2004,2,5
5754,8673,2004,10,7,2004,10,18
5755,8674,2004,4,8,2004,4,8
5756,8675,2004,6,27,2004,6,28
5757,8676,2004,9,17,2004,9,18
5758,8677,2004,11,13,2004,11,14
5759,8678,2004,8,15,2004,8,17
5760,8679,2004,6,20,2004,8,3
5761,8680,2004,4,12,2004,4,16
5762,8681,2004,6,16,2004,6,19
5763,8682,2004,9,23,2004,9,25
5764,8683,2004,10,15,2004,10,19
5765,8684,2004,7,1,2004,7,1
5766,8685,2004,9,13,2004,9,14
5767,8686,2004,9,11,2004,9,11
5768,8687,2004,9,25,2004,9,25
5769,8688,2004,9,16,2004,9,17
5770,8689,2004,6,1,2004,6,4
5771,8690,2004,2,5,2004,2,5
5772,8691,2004,11,26,2004,11,26
5773,8692,2004,4,6,2004,4,14
5774,8693,2004,6,1,2004,6,2
5775,8694,2004,6,20,2004,6,25
5776,8695,2004,5,13,2004,5,17
5777,8696,2004,9,2,2004,9,7
5778,8697,2004,1,1,2004,6,28
5779,8698,2004,10,11,2004,10,26
5780,8699,2004,11,20,2004,11,20
5781,8700,2004,11,1,2004,11,1
5782,8701,2004,5,23,2004,6,1
5783,8702,2004,6,5,2004,6,5
5784,8704,2004,7,15,2004,7,20
5785,8705,2004,11,11,2004,11,11
5786,8706,2004,1,29,2004,1,29
5787,8707,2004,6,9,2004,6,11
5788,8708,2004,5,28,2004,5,28
5789,8709,2004,7,12,2004,7,14
5790,8710,2004,4,9,2004,5,11
5791,8711,2004,8,15,2004,8,22
5792,8714,2004,9,11,2004,9,18
5793,8715,2004,5,27,2004,5,28
5794,8716,2004,1,10,2004,1,19
5795,8717,2004,4,21,2004,4,21
5796,8718,2004,6,20,2004,6,20
5797,8720,2004,7,13,2004,7,16
5798,8722,2004,5,26,2004,5,30
5799,8723,2004,1,22,2004,1,25
5800,8724,2004,1,22,2004,1,26
5801,8725,2004,7,27,2004,7,27
5802,8726,2004,8,17,2004,8,18
5803,8727,2004,5,24,2004,5,24
5804,8729,2004,9,13,2004,9,13
5805,8730,2004,6,18,2004,6,20
5806,8731,2004,1,1,2004,1,1
5807,8732,2004,8,20,2004,8,23
5808,8733,2004,8,13,2004,8,13
5809,8734,2004,1,23,2004,1,30
5810,8735,2004,10,27,2004,10,31
5811,8737,2004,8,30,2004,8,31
5812,8738,2004,10,3,2004,10,8
5813,8740,2004,6,12,2004,6,13
5814,8741,2004,3,27,2004,3,29
5815,8742,2004,9,8,2004,9,8
5816,8743,2004,4,3,2004,4,18
5817,8744,2004,4,23,2004,4,23
5818,8745,2004,9,3,2004,9,4
5819,8748,2004,7,17,2004,7,17
5820,8749,2004,9,2,2004,9,3
5821,8750,2004,8,25,2004,9,8
5822,8751,2004,3,23,2004,4,3
5823,8752,2004,10,1,2005,10,1
5824,8753,2004,6,17,2004,6,18
5825,8755,2004,12,1,2005,3,1
5826,8756,2004,7,5,2004,8,11
5827,8758,2004,10,24,2004,11,2
5828,8759,2004,2,19,2004,2,19
5829,8760,2004,3,28,2004,4,11
5830,8761,2004,6,30,2004,7,1
5831,8763,2004,5,8,2004,5,8
5832,8764,2004,3,24,2004,3,24
5833,8765,2004,8,10,2004,8,10
5834,8766,2004,10,18,2004,10,18
5835,8767,2004,9,7,2004,9,7
5836,8768,2004,5,4,2004,5,4
5837,8769,2004,12,3,2004,12,3
5838,8770,2004,6,5,2004,6,6
5839,8771,2004,6,14,2004,6,16
5840,8772,2004,6,22,2004,6,23
5841,8774,2004,8,6,2004,8,12
5842,8775,2004,7,2,2004,7,3
5843,8777,2004,8,18,2004,8,18
5844,8778,2004,11,15,2004,11,15
5845,8780,2004,8,14,2004,8,14
5846,8781,2004,8,1,2004,8,1
5847,8782,2004,9,12,2004,9,12
5848,8783,2004,12,5,2004,12,5
5849,8784,2004,1,12,2004,1,13
5850,8785,2004,11,21,2004,11,21
5851,8786,2004,9,2,2004,9,2
5852,8787,2004,9,9,2004,9,9
5853,8788,2004,1,10,2004,1,10
5854,8789,2004,12,1,2004,12,1
5855,8790,2004,4,14,2004,4,16
5856,8793,2004,3,27,2004,3,28
5857,8794,2004,7,26,2004,7,30
5858,8795,2004,7,28,2004,8,4
5859,8797,2004,8,16,2004,8,17
5860,8802,2004,9,27,2004,9,28
5861,8805,2004,2,13,2004,2,16
5862,8807,2004,8,30,2004,9,1
5863,8809,2004,7,27,2004,8,2
5864,8810,2004,1,1,2004,1,1
5865,8811,2004,2,16,2004,2,16
5866,8812,2004,6,1,2004,6,7
5867,8813,2004,6,8,2004,6,8
5868,8814,2004,9,4,2004,9,4
5869,8815,2004,2,18,2004,2,23
5870,8816,2004,3,27,2004,3,27
5871,8817,2004,4,22,2004,4,22
5872,8818,2004,3,30,2004,3,30
5873,8821,2004,9,20,2004,9,22
5874,8822,2004,4,10,2004,4,14
5875,8823,2004,6,20,2004,8,20
5876,8824,2004,8,1,2004,9,8
5877,8825,2004,12,9,2004,12,28
5878,8826,2004,2,15,2004,2,15
5879,8828,2004,11,11,2004,11,12
5880,8829,2004,8,17,2004,8,20
5881,8830,2004,8,23,2004,8,23
5882,8831,2004,7,1,2004,8,1
5883,8832,2004,3,14,2004,3,14
5884,8833,2004,4,9,2004,4,12
5885,8835,2004,8,5,2004,8,5
5886,8836,2004,4,17,2004,4,17
5887,8837,2004,4,26,2004,4,26
5888,8838,2004,8,24,2004,10,21
5889,8839,2004,3,5,2004,3,8
5890,8840,2004,9,11,2004,9,12
5891,8841,2004,9,6,2004,9,9
5892,8842,2004,3,10,2004,3,10
5893,8845,2004,12,11,2004,12,23
5894,8847,2005,2,11,2005,2,26
5895,8848,2005,4,8,2005,4,8
5896,8849,2005,3,23,2005,3,24
5897,8850,2005,1,29,2005,2,11
5898,8851,2005,4,12,2005,5,7
5899,8852,2005,1,11,2005,1,18
5900,8853,2005,4,23,2005,4,28
5901,8854,2005,4,26,2005,4,27
5902,8855,2005,3,11,2005,3,12
5903,8856,2005,3,20,2005,3,20
5904,8857,2005,4,19,2005,4,19
5905,8858,2005,3,28,2005,3,28
5906,8859,2005,5,25,2005,5,28
5907,8860,2005,4,23,2005,4,26
5908,8861,2005,4,16,2005,4,16
5909,8862,2005,5,26,2005,6,13
5910,8863,2005,1,7,2005,1,8
5911,8865,2005,2,1,2005,2,1
5912,8866,2005,3,3,2005,3,12
5913,8870,2005,1,7,2005,1,9
5914,8872,2005,3,31,2005,3,31
5915,8873,2005,5,21,2005,5,22
5916,8874,2005,1,3,2005,1,3
5917,8875,2005,5,18,2005,5,19
5918,8876,2005,2,28,2005,2,28
5919,8881,2005,3,17,2005,3,25
5920,8882,2005,1,8,2005,1,8
5921,8883,2005,3,6,2005,3,9
5922,8885,2005,5,20,2005,5,22
5923,8887,2005,1,15,2005,2,25
5924,8889,2005,1,23,2005,1,23
5925,8890,2005,4,12,2005,4,12
5926,8891,2005,2,21,2005,2,21
5927,8892,2005,2,15,2005,2,21
5928,8894,2005,1,10,2005,1,10
5929,8895,2005,2,22,2005,2,22
5930,8896,2005,2,13,2005,2,13
5931,8897,2005,2,24,2005,3,23
5932,8899,2005,5,18,2005,5,24
5933,8900,2005,4,4,2005,4,6
5934,8901,2005,1,8,2005,1,9
5935,8903,2005,1,9,2005,1,9
5936,8904,2003,12,28,2004,1,14
5937,8905,2003,6,5,2003,6,6
5938,8906,2003,5,1,2003,5,1
5939,8908,2003,10,3,2003,10,3
5940,8909,2003,5,26,2003,5,30
5941,8910,2003,6,15,2003,6,18
5942,8911,2003,11,20,2003,11,20
5943,8913,2003,4,4,2003,4,8
5944,8914,2003,11,17,2003,11,18
5945,8915,2003,4,5,2003,4,8
5946,8916,2003,7,3,2003,8,20
5947,8917,2003,5,16,2003,5,16
5948,8919,2003,9,27,2003,9,27
5949,8920,2003,8,8,2003,8,12
5950,8921,2003,6,5,2003,6,5
5951,8922,2003,10,3,2003,10,25
5952,8923,2003,6,6,2003,6,10
5953,8924,2003,9,16,2003,9,18
5954,8925,2003,7,1,2003,7,3
5955,8926,2003,6,1,2003,6,3
5956,8927,2003,11,11,2003,11,14
5957,8928,2003,6,16,2003,6,20
5958,8929,2003,11,30,2003,11,30
5959,8931,2003,7,22,2003,8,5
5960,8932,2003,5,8,2003,5,8
5961,8933,2003,8,24,2003,8,27
5962,8935,2003,12,24,2003,12,26
5963,8938,2003,7,5,2003,7,21
5964,8939,2003,7,23,2003,7,23
5965,8940,2003,8,18,2003,8,21
5966,8942,2003,12,19,2004,1,7
5967,8943,2003,7,19,2003,7,23
5968,8945,2003,9,18,2003,9,22
5969,8946,2003,6,30,2003,6,30
5970,8947,2003,2,15,2003,2,23
5971,8948,2003,1,1,2003,1,1
5972,8949,2003,7,7,2003,8,15
5973,8950,2003,12,6,2003,12,7
5974,8952,2003,9,6,2003,9,10
5975,8953,2003,6,12,2003,6,15
5976,8954,2003,7,17,2003,7,18
5977,8955,2003,12,1,2003,12,1
5978,8956,2003,10,25,2003,11,4
5979,8959,2003,7,21,2003,8,10
5980,8960,2003,3,26,2003,3,28
5981,8965,2003,8,7,2003,8,20
5982,8966,2003,11,29,2003,12,2
5983,8967,2003,12,17,2004,1,5
5984,8969,2003,5,12,2003,5,12
5985,8971,2003,9,5,2003,10,28
5986,8972,2003,7,31,2003,8,13
5987,8974,2003,4,14,2003,4,19
5988,8975,2003,9,5,2003,9,9
5989,8977,2003,5,2,2003,5,2
5990,8978,2003,5,1,2003,6,6
5991,8979,2003,8,13,2003,8,13
5992,8981,2003,7,15,2003,7,19
5993,8982,2003,7,30,2003,7,31
5994,8984,2003,8,20,2003,8,24
5995,8985,2003,8,30,2003,9,2
5996,8986,2003,5,3,2003,5,3
5997,8987,2003,8,1,2003,8,1
5998,8988,2003,7,30,2003,8,15
5999,8990,2003,7,29,2003,7,31
6000,8991,2003,4,1,2003,7,1
6001,8992,2003,10,30,2003,10,30
6002,8993,2003,3,1,2007,3,1
6003,8994,2003,11,11,2003,11,11
6004,8996,2003,8,8,2003,8,10
6005,8999,2003,5,4,2003,5,20
6006,9000,2003,8,18,2003,8,20
6007,9005,2003,10,15,2003,10,15
6008,9008,2003,4,13,2003,4,25
6009,9009,2003,5,1,2003,5,1
6010,9012,2003,12,20,2003,12,21
6011,9013,2003,8,1,2004,8,1
6012,9014,2003,4,21,2003,6,4
6013,9016,2003,5,4,2003,5,10
6014,9017,2003,8,8,2003,8,8
6015,9018,2003,5,30,2003,5,30
6016,9019,2003,12,22,2003,12,22
6017,9020,2003,11,12,2003,11,13
6018,9022,2003,5,6,2003,5,14
6019,9023,2003,12,15,2003,12,16
6020,9024,2003,6,17,2003,6,20
6021,9026,2003,10,21,2003,11,4
6022,9027,2003,12,25,2003,12,26
6023,9028,2003,8,26,2003,8,28
6024,9029,2003,10,15,2003,10,22
6025,9030,2003,9,10,2003,9,14
6026,9032,2003,6,19,2003,6,21
6027,9033,2003,10,9,2003,10,9
6028,9035,2003,12,14,2003,12,15
6029,9041,2003,2,25,2003,2,28
6030,9043,2003,5,10,2003,5,10
6031,9044,2003,12,1,2004,1,1
6032,9045,2004,5,13,2004,5,19
6033,9046,2004,2,25,2004,2,27
6034,9047,2004,11,6,2004,11,6
6035,9048,2004,8,25,2004,8,26
6036,9049,2004,11,23,2004,11,28
6037,9050,2004,11,29,2004,11,30
6038,9051,2004,5,20,2004,5,23
6039,9052,2004,6,29,2004,7,4
6040,9054,2004,7,13,2004,7,14
6041,9055,2004,5,29,2004,6,2
6042,9056,2004,6,13,2004,6,15
6043,9057,2004,9,12,2004,9,14
6044,9058,2004,6,4,2004,6,21
6045,9059,2004,6,1,2004,7,1
6046,9060,2004,7,12,2004,7,16
6047,9061,2004,2,22,2004,2,22
6048,9062,2004,8,24,2004,8,25
6049,9063,2004,9,15,2004,9,16
6050,9064,2004,5,21,2004,5,27
6051,9065,2004,5,19,2004,5,19
6052,9067,2004,1,15,2004,1,29
6053,9068,2004,3,7,2004,3,12
6054,9069,2004,3,4,2004,3,7
6055,9070,2004,7,5,2004,7,13
6056,9072,2004,2,14,2004,2,14
6057,9073,2004,9,17,2004,9,19
6058,9074,2004,5,7,2004,5,7
6059,9075,2004,2,11,2004,2,26
6060,9076,2004,11,14,2004,11,21
6061,9078,2004,7,10,2004,7,14
6062,9079,2004,7,28,2004,8,1
6063,9081,2004,7,12,2004,7,12
6064,9082,2004,4,1,2004,4,1
6065,9083,2004,3,28,2004,3,28
6066,9085,2004,11,17,2004,11,25
6067,9086,2004,7,18,2004,7,28
6068,9090,2004,4,4,2004,4,6
6069,9091,2004,8,31,2004,9,1
6070,9092,2004,6,9,2004,6,9
6071,9093,2004,3,20,2004,3,21
6072,9094,2004,9,14,2004,9,14
6073,9095,2004,8,27,2004,8,27
6074,9096,2004,9,5,2004,9,5
6075,9098,2004,1,1,2004,1,1
6076,9100,2004,5,2,2004,5,4
6077,9101,2004,1,26,2004,2,4
6078,9102,2004,6,12,2004,6,12
6079,9103,2004,4,10,2004,4,10
6080,9104,2004,6,25,2004,7,2
6081,9105,2004,11,21,2004,11,22
6082,9106,2004,10,22,2004,10,25
6083,9107,2004,6,28,2004,6,28
6084,9108,2004,8,29,2004,8,30
6085,9110,2004,10,1,2004,10,1
6086,9111,2004,1,9,2004,1,10
6087,9112,2004,9,10,2004,9,10
6088,9118,2004,6,4,2004,6,7
6089,9123,2004,1,24,2004,2,3
6090,9124,2004,3,8,2004,3,11
6091,9125,2004,12,10,2004,12,18
6092,9126,2004,7,16,2004,7,16
6093,9127,2004,3,1,2004,3,1
6094,9132,2004,8,8,2004,8,12
6095,9133,2004,8,21,2004,8,23
6096,9135,2004,6,22,2004,6,25
6097,9136,2004,8,8,2004,8,10
6098,9141,2004,6,24,2004,6,28
6099,9142,2004,1,6,2004,1,6
6100,9143,2004,2,13,2004,2,25
6101,9144,2004,7,14,2004,7,17
6102,9148,2004,11,23,2004,11,26
6103,9149,2004,6,10,2004,6,10
6104,9151,2004,1,23,2004,1,23
6105,9152,2004,12,13,2004,12,13
6106,9153,2004,11,30,2004,12,3
6107,9155,2004,10,1,2004,11,1
6108,9158,2004,8,31,2004,8,31
6109,9159,2004,7,24,2004,7,25
6110,9160,2004,9,11,2004,9,13
6111,9164,2004,7,22,2004,7,22
6112,9165,2004,5,31,2004,5,31
6113,9166,2004,3,30,2004,4,9
6114,9167,2004,4,14,2004,5,18
6115,9169,2004,5,14,2004,5,16
6116,9177,2004,5,25,2004,5,25
6117,9181,2004,9,28,2004,9,30
6118,9183,2004,11,19,2004,11,19
6119,9185,2004,9,1,2004,9,1
6120,9189,2004,9,15,2004,9,15
6121,9190,2004,8,6,2004,8,30
6122,9195,2004,11,12,2004,11,12
6123,9196,2004,6,19,2004,6,19
6124,9197,2004,3,25,2004,3,25
6125,9202,2004,12,4,2004,12,4
6126,9204,2004,11,8,2004,11,10
6127,9206,2004,10,1,2004,10,1
6128,9211,2004,10,30,2004,10,30
6129,9213,2004,9,25,2004,9,26
6130,9214,2004,1,9,2004,1,12
6131,9215,2004,8,13,2004,8,14
6132,9219,2004,4,16,2004,4,17
6133,9221,2004,6,7,2004,6,11
6134,9222,2004,8,7,2004,8,9
6135,9231,2004,6,26,2004,6,27
6136,9232,2005,4,21,2005,5,15
6137,9233,2005,2,9,2005,2,16
6138,9234,2005,2,17,2005,2,23
6139,9235,2005,1,22,2005,1,27
6140,9238,2005,5,5,2005,5,5
6141,9239,2005,1,7,2005,1,11
6142,9240,2005,2,7,2005,2,14
6143,9241,2005,3,2,2005,3,8
6144,9242,2005,4,1,2005,4,1
6145,9243,2005,4,20,2005,4,20
6146,9245,2005,4,28,2005,4,28
6147,9247,2005,1,1,2005,1,1
6148,9252,2005,1,1,2005,3,1
6149,9253,2005,1,22,2005,1,24
6150,9254,2005,4,6,2005,4,8
6151,9255,2005,2,8,2005,2,8
6152,9256,2005,4,9,2005,4,10
6153,9257,2005,1,1,2005,4,1
6154,9258,2005,3,2,2005,3,15
6155,9259,2005,3,24,2005,3,26
6156,9260,2005,1,22,2005,1,23
6157,9261,2005,1,25,2005,2,9
6158,9262,2005,2,6,2005,2,6
6159,9267,2005,1,13,2005,1,13
6160,9268,2005,3,10,2005,3,10
6161,9269,2005,3,20,2005,3,24
6162,9270,2005,3,15,2005,3,17
6163,9271,2005,3,17,2005,3,26
6164,9273,2005,1,11,2005,1,11
6165,9274,2005,4,15,2005,4,15
6166,9277,2005,4,23,2005,6,14
6167,9281,2005,2,3,2005,2,3
6168,9283,2005,1,25,2005,1,25
6169,9284,2005,3,14,2005,3,14
6170,9285,2005,3,17,2005,3,17
6171,9286,2005,4,16,2005,4,18
6172,9288,2005,4,1,2005,4,6
6173,9289,2005,2,24,2005,3,13
6174,9290,2005,1,8,2005,1,20
6175,9292,2005,4,25,2005,4,27
6176,9293,2005,3,9,2005,3,9
6177,9297,2005,10,8,2005,10,8
6178,9298,2005,12,13,2005,12,13
6179,9299,2005,5,4,2005,5,8
6180,9300,2005,6,16,2005,6,17
6181,9301,2005,6,21,2005,8,5
6182,9302,2005,9,11,2005,9,12
6183,9303,2005,12,28,2005,12,28
6184,9304,2005,12,27,2005,12,29
6185,9305,2006,2,1,2006,2,1
6186,9306,2006,7,29,2006,7,29
6187,9307,2006,4,28,2006,5,1
6188,9308,2006,7,30,2006,7,30
6189,9309,2006,11,16,2006,11,20
6190,9310,2006,5,19,2006,5,23
6191,9311,2006,5,1,2006,5,1
6192,9312,2006,7,9,2006,7,13
6193,9313,2006,7,30,2006,8,9
6194,9314,2006,1,31,2006,1,31
6195,9315,2006,1,13,2006,1,13
6196,9316,2007,3,18,2007,3,26
6197,9317,2005,7,30,2005,8,4
6198,9318,2005,5,14,2005,5,14
6199,9319,2005,9,11,2005,9,13
6200,9320,2005,10,19,2005,10,24
6201,9321,2005,10,22,2005,10,24
6202,9322,2005,11,18,2005,11,20
6203,9324,2005,7,2,2005,7,6
6204,9325,2005,7,24,2005,8,5
6205,9326,2005,9,1,2005,9,1
6206,9327,2005,10,2,2005,10,2
6207,9328,2005,7,8,2005,7,9
6208,9329,2005,10,1,2005,10,13
6209,9330,2005,7,7,2005,7,7
6210,9331,2005,1,1,2006,1,1
6211,9332,2005,10,1,2005,10,1
6212,9334,2005,9,10,2005,9,11
6213,9335,2005,8,4,2005,8,11
6214,9336,2005,6,1,2005,6,4
6215,9337,2005,6,13,2005,6,13
6216,9338,2005,6,26,2005,6,28
6217,9339,2005,6,28,2005,7,10
6218,9340,2005,6,19,2005,6,30
6219,9341,2005,8,14,2005,9,5
6220,9342,2005,6,17,2005,6,25
6221,9343,2005,12,24,2005,12,28
6222,9344,2005,9,18,2005,9,27
6223,9345,2005,9,7,2005,9,9
6224,9346,2005,6,23,2005,6,24
6225,9347,2005,6,24,2005,6,27
6226,9348,2005,9,28,2005,10,10
6227,9349,2005,10,1,2005,10,1
6228,9350,2005,6,7,2005,6,15
6229,9351,2005,10,18,2005,10,19
6230,9352,2005,12,31,2006,1,3
6231,9353,2005,8,26,2005,8,28
6232,9354,2005,5,27,2005,5,27
6233,9355,2005,7,7,2005,7,28
6234,9356,2005,9,16,2005,9,19
6235,9357,2005,7,21,2005,7,22
6236,9358,2005,7,9,2005,7,9
6237,9359,2005,6,26,2005,6,29
6238,9360,2005,7,23,2005,8,16
6239,9361,2005,9,14,2005,9,20
6240,9362,2005,9,22,2005,10,11
6241,9363,2005,11,24,2005,12,10
6242,9364,2005,6,10,2005,6,10
6243,9365,2005,5,31,2005,5,31
6244,9366,2005,6,13,2005,6,14
6245,9367,2005,6,30,2005,7,3
6246,9368,2005,12,6,2005,12,9
6247,9369,2005,9,26,2005,9,26
6248,9371,2005,10,30,2005,11,15
6249,9372,2005,7,15,2005,7,19
6250,9373,2005,7,17,2005,7,17
6251,9376,2005,11,1,2006,11,1
6252,9377,2005,3,1,2005,5,1
6253,9378,2005,4,1,2006,4,1
6254,9379,2005,12,27,2006,1,27
6255,9380,2005,11,25,2005,11,26
6256,9381,2005,12,27,2005,12,30
6257,9382,2006,1,1,2006,1,1
6258,9383,2005,11,25,2005,11,27
6259,9385,2005,11,23,2005,11,27
6260,9392,2005,11,30,2005,12,3
6261,9393,2005,12,2,2005,12,2
6262,9394,2005,7,10,2005,7,12
6263,9395,2005,8,21,2005,8,26
6264,9398,2005,10,3,2005,10,20
6265,9399,2005,7,7,2005,7,27
6266,9400,2005,7,1,2005,7,1
6267,9401,2005,12,1,2006,1,1
6268,9403,2005,5,6,2005,5,6
6269,9404,2005,6,30,2005,6,30
6270,9405,2005,9,20,2005,9,20
6271,9406,2005,8,14,2005,8,26
6272,9407,2005,9,21,2005,9,23
6273,9408,2006,1,22,2006,1,25
6274,9409,2005,10,19,2005,10,25
6275,9410,2005,10,21,2005,10,21
6276,9411,2005,11,14,2005,11,21
6277,9412,2005,9,1,2005,9,1
6278,9414,2005,8,8,2005,8,25
6279,9415,2005,9,27,2005,9,29
6280,9416,2005,6,7,2005,7,1
6281,9418,2005,8,1,2005,8,1
6282,9419,2005,9,26,2005,9,29
6283,9422,2005,8,26,2005,8,29
6284,9423,2005,7,30,2005,7,30
6285,9424,2005,11,26,2005,11,26
6286,9425,2005,8,5,2005,8,5
6287,9426,2005,6,10,2005,6,12
6288,9427,2005,5,28,2005,5,29
6289,9428,2005,8,13,2005,8,20
6290,9429,2005,9,29,2005,10,6
6291,9430,2005,10,3,2005,10,6
6292,9431,2005,7,1,2005,8,12
6293,9434,2005,7,7,2005,7,7
6294,9435,2005,5,13,2005,5,13
6295,9436,2005,8,19,2005,8,19
6296,9438,2005,11,24,2005,11,24
6297,9439,2005,9,15,2005,11,17
6298,9440,2005,10,29,2005,10,29
6299,9442,2005,10,1,2005,10,16
6300,9444,2005,7,10,2005,7,13
6301,9446,2006,1,22,2006,1,28
6302,9447,2005,3,11,2005,3,11
6303,9448,2005,6,18,2005,6,20
6304,9449,2005,7,18,2005,7,18
6305,9451,2005,9,1,2005,10,1
6306,9452,2005,8,19,2005,9,1
6307,9454,2005,5,25,2005,5,31
6308,9455,2005,11,15,2005,11,17
6309,9456,2005,6,20,2005,8,26
6310,9458,2005,1,11,2005,1,12
6311,9462,2005,10,3,2005,10,3
6312,9463,2005,6,15,2005,6,16
6313,9464,2005,7,12,2005,7,13
